row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,gross_revenue,discount_loss,net_revenue,logistics_cost,operational_cost,total_cost,true_profit,leakage_flag
3644,CA-2014-156594,2014-12-20,2014-12-23,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,47.3,2,0.0,12.298,47.3,0.0,47.3,4.7299999999999995,2.8379999999999996,7.568,39.732,Profit
3645,CA-2014-156594,2014-12-20,2014-12-23,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-AR-10004269,Office Supplies,Art,Newell 31,4.13,1,0.0,1.1564,4.13,0.0,4.13,0.41300000000000003,0.2478,0.6608,3.4692,Profit
3646,CA-2014-156594,2014-12-20,2014-12-23,Second Class,MC-17845,Michael Chen,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",155.12,5,0.2,50.414,155.12,31.024,124.096,15.512,9.3072,24.819200000000002,99.27680000000001,Profit
3647,CA-2014-146528,2014-07-25,2014-07-27,Second Class,VF-21715,Vicky Freymann,Home Office,United States,Los Angeles,California,90045,West,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,6.48,1,0.0,3.1752,6.48,0.0,6.48,0.6480000000000001,0.38880000000000003,1.0368000000000002,5.4432,Profit
3648,CA-2014-146528,2014-07-25,2014-07-27,Second Class,VF-21715,Vicky Freymann,Home Office,United States,Los Angeles,California,90045,West,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,15.52,4,0.0,4.5008,15.52,0.0,15.52,1.552,0.9311999999999999,2.4832,13.0368,Profit
3649,CA-2015-168459,2015-11-22,2015-11-27,Standard Class,MC-17275,Marc Crier,Consumer,United States,Memphis,Tennessee,38109,South,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2.946,2,0.7,-2.0622,2.946,2.0622,0.8838000000000004,0.20622000000000004,0.17676,0.38298000000000004,0.5008200000000003,Profit
3650,CA-2015-168459,2015-11-22,2015-11-27,Standard Class,MC-17275,Marc Crier,Consumer,United States,Memphis,Tennessee,38109,South,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",55.104,6,0.2,18.5976,55.104,11.020800000000001,44.0832,3.8572800000000003,3.30624,7.16352,36.91968,Profit
3651,CA-2017-109960,2017-12-09,2017-12-11,Second Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,TEC-AC-10004859,Technology,Accessories,"Maxell Pro 80 Minute CD-R, 10/Pack",104.88,6,0.0,41.952,104.88,0.0,104.88,6.2928,8.3904,14.6832,90.1968,Profit
3652,CA-2017-109960,2017-12-09,2017-12-11,Second Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,OFF-AR-10001860,Office Supplies,Art,BIC Liqua Brite Liner,34.7,5,0.0,12.492,34.7,0.0,34.7,2.0820000000000003,2.0820000000000003,4.164000000000001,30.536,Profit
3653,CA-2017-109960,2017-12-09,2017-12-11,Second Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,33.72,4,0.0,15.5112,33.72,0.0,33.72,2.0231999999999997,2.0231999999999997,4.046399999999999,29.6736,Profit
3654,CA-2017-109960,2017-12-09,2017-12-11,Second Class,DB-13210,Dean Braden,Consumer,United States,Detroit,Michigan,48234,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,14.94,3,0.0,7.0218,14.94,0.0,14.94,0.8964,0.8964,1.7928,13.1472,Profit
3655,CA-2017-133004,2017-08-31,2017-09-05,Standard Class,AJ-10945,Ashley Jarboe,Consumer,United States,Lawrence,Indiana,46226,Central,OFF-AP-10002439,Office Supplies,Appliances,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,638.73,9,0.0,166.0698,638.73,0.0,638.73,38.3238,38.3238,76.6476,562.0824,Profit
3656,CA-2017-168102,2017-04-24,2017-04-30,Standard Class,CP-12340,Christine Phan,Corporate,United States,Jacksonville,Florida,32216,South,OFF-ST-10001370,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,113.568,2,0.2,-21.294,113.568,22.7136,90.8544,7.94976,6.81408,14.76384,76.09056,Profit
3657,CA-2017-158036,2017-09-08,2017-09-14,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Dublin,Ohio,43017,East,TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,9.096,1,0.2,1.7055,9.096,1.8192000000000002,7.2768,0.72768,0.72768,1.45536,5.82144,Profit
3658,CA-2015-128083,2015-03-12,2015-03-17,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317,South,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,8.688,3,0.2,2.9322,8.688,1.7376000000000003,6.9504,0.6081600000000001,0.52128,1.1294400000000002,5.8209599999999995,Profit
3659,CA-2015-128083,2015-03-12,2015-03-17,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",30.88,4,0.2,3.86,30.88,6.176,24.704,2.1616,3.7055999999999996,5.8671999999999995,18.8368,Profit
3660,CA-2015-128083,2015-03-12,2015-03-17,Standard Class,EB-13750,Edward Becker,Corporate,United States,Plantation,Florida,33317,South,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,6.408,3,0.2,1.4418,6.408,1.2816,5.1264,0.44856000000000007,0.76896,1.21752,3.9088800000000004,Profit
3661,CA-2016-161676,2016-07-18,2016-07-23,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Glendale,Arizona,85301,West,OFF-SU-10004782,Office Supplies,Supplies,"Elite 5"" Scissors",33.8,5,0.2,4.225,33.8,6.76,27.04,3.38,2.0279999999999996,5.4079999999999995,21.631999999999998,Profit
3662,CA-2016-155005,2016-06-13,2016-06-15,Second Class,SC-20050,Sample Company A,Home Office,United States,Jackson,Michigan,49201,Central,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,377.97,3,0.0,94.4925,377.97,0.0,377.97,22.6782,30.237600000000004,52.915800000000004,325.05420000000004,Profit
3663,US-2017-129777,2017-07-03,2017-07-09,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Quincy,Massachusetts,2169,East,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",258.9,10,0.0,93.204,258.9,0.0,258.9,20.712,20.712,41.424,217.47599999999997,Profit
3664,US-2017-129777,2017-07-03,2017-07-09,Standard Class,FM-14290,Frank Merwin,Home Office,United States,Quincy,Massachusetts,2169,East,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,24.56,2,0.0,11.5432,24.56,0.0,24.56,1.9647999999999999,1.4735999999999998,3.4383999999999997,21.1216,Profit
3665,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-LA-10001569,Office Supplies,Labels,Avery 499,27.888,7,0.2,9.0636,27.888,5.5776,22.3104,2.7888,1.67328,4.46208,17.84832,Profit
3666,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",6.456,4,0.7,-4.5192,6.456,4.5192,1.9368000000000007,0.6456000000000001,0.38736000000000004,1.03296,0.9038400000000006,Profit
3667,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,52.68,3,0.2,19.755,52.68,10.536000000000001,42.144,5.268000000000001,4.2144,9.482400000000002,32.66159999999999,Profit
3668,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,13.88,5,0.2,-2.6025,13.88,2.7760000000000002,11.104000000000001,1.3880000000000001,0.8328,2.2208,8.8832,Profit
3669,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,TEC-AC-10004227,Technology,Accessories,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,103.92,10,0.2,-18.186,103.92,20.784000000000002,83.136,10.392000000000001,8.313600000000001,18.705600000000004,64.43039999999999,Profit
3670,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-LA-10004409,Office Supplies,Labels,Avery 492,11.52,5,0.2,3.744,11.52,2.304,9.216,1.152,0.6911999999999999,1.8432,7.3728,Profit
3671,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,10.368,2,0.2,3.6288,10.368,2.0736000000000003,8.2944,1.0368000000000002,0.62208,1.6588800000000001,6.63552,Profit
3672,CA-2014-129364,2014-12-08,2014-12-13,Standard Class,TB-21250,Tim Brockman,Consumer,United States,Salem,Oregon,97301,West,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,39.072,3,0.2,2.9304,39.072,7.814400000000001,31.257600000000004,3.9072000000000005,2.34432,6.251520000000001,25.006080000000004,Profit
3673,CA-2016-104969,2016-04-08,2016-04-14,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,45373,East,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,8.872,1,0.2,3.2161,8.872,1.7744,7.0976,0.7097600000000001,0.53232,1.24208,5.85552,Profit
3674,CA-2016-104969,2016-04-08,2016-04-14,Standard Class,EH-14125,Eugene Hildebrand,Home Office,United States,Troy,Ohio,45373,East,OFF-BI-10004224,Office Supplies,Binders,Catalog Binders with Expanding Posts,121.104,6,0.7,-100.92,121.104,84.77279999999999,36.33120000000001,9.688320000000001,7.26624,16.95456,19.37664000000001,Profit
3675,CA-2017-154109,2017-11-06,2017-11-11,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",127.372,2,0.3,-30.9332,127.372,38.2116,89.16040000000001,10.18976,15.28464,25.4744,63.68600000000001,Profit
3676,CA-2017-154109,2017-11-06,2017-11-11,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,47.952,3,0.2,16.1838,47.952,9.5904,38.361599999999996,3.83616,2.8771199999999997,6.713279999999999,31.64832,Profit
3677,CA-2015-156440,2015-12-05,2015-12-09,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Diego,California,92105,West,FUR-FU-10004090,Furniture,Furnishings,"Executive Impressions 14"" Contract Wall Clock",44.46,2,0.0,14.6718,44.46,0.0,44.46,4.446000000000001,5.3351999999999995,9.7812,34.6788,Profit
3678,CA-2015-132626,2015-07-09,2015-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,15.8,4,0.0,5.056,15.8,0.0,15.8,1.264,0.948,2.2119999999999997,13.588000000000001,Profit
3679,CA-2015-132626,2015-07-09,2015-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,464.97,3,0.0,209.2365,464.97,0.0,464.97,37.1976,37.1976,74.3952,390.57480000000004,Profit
3680,CA-2015-132626,2015-07-09,2015-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,181.96,2,0.0,20.0156,181.96,0.0,181.96,14.5568,21.8352,36.392,145.568,Profit
3681,CA-2015-132626,2015-07-09,2015-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",12.39,3,0.0,5.6994,12.39,0.0,12.39,0.9912000000000001,0.7434000000000001,1.7346000000000001,10.6554,Profit
3682,CA-2015-132626,2015-07-09,2015-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",84.09,3,0.0,42.045,84.09,0.0,84.09,6.727200000000001,5.0454,11.7726,72.3174,Profit
3683,CA-2015-132626,2015-07-09,2015-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set,79.36,4,0.0,32.5376,79.36,0.0,79.36,6.3488,4.7616,11.110399999999998,68.2496,Profit
3684,CA-2015-132626,2015-07-09,2015-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,153.36,9,0.0,70.5456,153.36,0.0,153.36,12.2688,9.201600000000001,21.4704,131.8896,Profit
3685,CA-2015-132626,2015-07-09,2015-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,43.68,6,0.0,21.4032,43.68,0.0,43.68,3.4944,2.6208,6.1152,37.5648,Profit
3686,CA-2015-132626,2015-07-09,2015-07-14,Standard Class,BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,OFF-ST-10003722,Office Supplies,Storage,Project Tote Personal File,98.21,7,0.0,28.4809,98.21,0.0,98.21,7.8568,5.8926,13.7494,84.4606,Profit
3687,CA-2016-102792,2016-12-13,2016-12-19,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,Riverside,California,92503,West,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,9.84,3,0.0,3.2472,9.84,0.0,9.84,0.984,0.5903999999999999,1.5743999999999998,8.2656,Profit
3688,CA-2016-108567,2016-05-20,2016-05-24,Standard Class,DB-13210,Dean Braden,Consumer,United States,Port Saint Lucie,Florida,34952,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.694,2,0.7,-2.245,2.694,1.8858,0.8082,0.18858000000000003,0.16163999999999998,0.35022,0.45798000000000005,Profit
3689,CA-2017-140760,2017-06-02,2017-06-05,Second Class,DO-13435,Denny Ordway,Consumer,United States,Mesa,Arizona,85204,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),25.344,6,0.2,7.92,25.344,5.0688,20.2752,2.5344,1.52064,4.05504,16.22016,Profit
3690,CA-2017-140760,2017-06-02,2017-06-05,Second Class,DO-13435,Denny Ordway,Consumer,United States,Mesa,Arizona,85204,West,OFF-EN-10001141,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",43.92,5,0.2,15.921,43.92,8.784,35.136,4.392,2.6352,7.027200000000001,28.108800000000002,Profit
3691,US-2015-131359,2015-10-30,2015-11-02,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219,West,TEC-MA-10000597,Technology,Machines,Lexmark S315 Color Inkjet Printer,59.994,2,0.7,-45.9954,59.994,41.995799999999996,17.998200000000004,5.9994000000000005,4.79952,10.79892,7.1992800000000035,Profit
3692,US-2015-131359,2015-10-30,2015-11-02,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219,West,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,439.992,1,0.2,164.997,439.992,87.9984,351.9936,43.9992,35.199360000000006,79.19856000000001,272.79504,Profit
3693,US-2015-131359,2015-10-30,2015-11-02,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219,West,TEC-PH-10004531,Technology,Phones,OtterBox Commuter Series Case - iPhone 5 & 5s,87.96,5,0.2,30.786,87.96,17.592,70.368,8.796,7.0367999999999995,15.832799999999999,54.535199999999996,Profit
3694,US-2015-131359,2015-10-30,2015-11-02,Second Class,FA-14230,Frank Atkinson,Corporate,United States,Denver,Colorado,80219,West,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",15.488,4,0.2,3.6784,15.488,3.0976,12.3904,1.5488,1.8585599999999998,3.4073599999999997,8.983039999999999,Profit
3695,CA-2016-142097,2016-10-15,2016-10-20,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,232.96,7,0.0,116.48,232.96,0.0,232.96,16.3072,13.9776,30.284800000000004,202.67520000000002,Profit
3696,CA-2016-142097,2016-10-15,2016-10-20,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-EN-10002312,Office Supplies,Envelopes,#10 Self-Seal White Envelopes,66.54,6,0.0,32.6046,66.54,0.0,66.54,4.657800000000001,3.9924000000000004,8.650200000000002,57.88980000000001,Profit
3697,CA-2016-142097,2016-10-15,2016-10-20,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Springfield,Virginia,22153,South,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,43.26,3,0.0,14.2758,43.26,0.0,43.26,3.0282,2.5955999999999997,5.623799999999999,37.6362,Profit
3698,CA-2015-151680,2015-11-19,2015-11-21,Second Class,TC-21475,Tony Chapman,Home Office,United States,Seattle,Washington,98115,West,FUR-FU-10000305,Furniture,Furnishings,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",141.96,2,0.0,22.7136,141.96,0.0,141.96,14.196000000000002,17.0352,31.2312,110.7288,Profit
3699,CA-2014-140039,2014-09-13,2014-09-17,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Tempe,Arizona,85281,West,OFF-ST-10001034,Office Supplies,Storage,Eldon File Chest Portable File,79.4,5,0.2,5.955,79.4,15.880000000000003,63.52,7.940000000000001,4.764,12.704,50.816,Profit
3700,CA-2017-160416,2017-11-13,2017-11-18,Second Class,AD-10180,Alan Dominguez,Home Office,United States,Yonkers,New York,10701,East,TEC-AC-10004114,Technology,Accessories,KeyTronic 6101 Series - Keyboard - Black,163.96,4,0.0,70.5028,163.96,0.0,163.96,13.116800000000001,13.116800000000001,26.233600000000003,137.7264,Profit
3701,CA-2017-169411,2017-12-24,2017-12-29,Standard Class,AC-10615,Ann Chong,Corporate,United States,Rochester,New York,14609,East,FUR-FU-10001602,Furniture,Furnishings,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",37.93,1,0.0,6.8274,37.93,0.0,37.93,3.0344,4.5516,7.586,30.344,Profit
3702,CA-2016-126543,2016-01-09,2016-01-13,Second Class,MF-17665,Maureen Fritzler,Corporate,United States,Toledo,Ohio,43615,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",15.168,2,0.2,3.792,15.168,3.0336,12.1344,1.21344,1.8201599999999998,3.0336,9.1008,Profit
3703,CA-2015-104941,2015-06-13,2015-06-19,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,OFF-AR-10004269,Office Supplies,Art,Newell 31,24.78,6,0.0,6.9384,24.78,0.0,24.78,1.7346000000000001,1.4868000000000001,3.2214,21.558600000000002,Profit
3704,CA-2015-104941,2015-06-13,2015-06-19,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,19.14,3,0.0,8.8044,19.14,0.0,19.14,1.3398,1.1484,2.4882,16.6518,Profit
3705,CA-2015-104941,2015-06-13,2015-06-19,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,TEC-CO-10004202,Technology,Copiers,Brother DCP1000 Digital 3 in 1 Multifunction Machine,899.97,3,0.0,314.9895,899.97,0.0,899.97,62.99790000000001,71.9976,134.99550000000002,764.9745,Profit
3706,CA-2015-104941,2015-06-13,2015-06-19,Standard Class,DH-13075,Dave Hallsten,Corporate,United States,Decatur,Alabama,35601,South,OFF-PA-10003363,Office Supplies,Paper,Xerox 204,32.4,5,0.0,15.552,32.4,0.0,32.4,2.2680000000000002,1.944,4.212,28.188,Profit
3707,CA-2017-160087,2017-03-18,2017-03-22,Standard Class,EN-13780,Edward Nazzal,Consumer,United States,Dallas,Texas,75220,Central,OFF-AR-10001915,Office Supplies,Art,Peel-Off China Markers,23.832,3,0.2,6.5538,23.832,4.7664,19.0656,1.42992,1.42992,2.85984,16.205759999999998,Profit
3708,CA-2014-120544,2014-11-23,2014-11-27,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Mesquite,Texas,75150,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,6.368,2,0.6,-2.5472,6.368,3.8208,2.5472,0.38208000000000003,0.7641600000000001,1.1462400000000001,1.40096,Profit
3709,CA-2014-120544,2014-11-23,2014-11-27,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Mesquite,Texas,75150,Central,OFF-AP-10004336,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",34.176,3,0.8,-87.1488,34.176,27.3408,6.8352,2.05056,2.05056,4.10112,2.7340800000000005,Profit
3710,CA-2014-120544,2014-11-23,2014-11-27,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Mesquite,Texas,75150,Central,TEC-AC-10003709,Technology,Accessories,Maxell 4.7GB DVD-R 5/Pack,5.544,7,0.2,1.6632,5.544,1.1088,4.4352,0.33263999999999994,0.44351999999999997,0.77616,3.65904,Profit
3711,CA-2017-113670,2017-10-15,2017-10-17,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,California,90045,West,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,510.24,3,0.2,6.378,510.24,102.048,408.192,51.024,61.2288,112.25280000000001,295.9392,Profit
3712,CA-2017-113670,2017-10-15,2017-10-17,First Class,RS-19765,Roland Schwarz,Corporate,United States,Los Angeles,California,90045,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,204.95,5,0.0,100.4255,204.95,0.0,204.95,20.495,12.296999999999999,32.792,172.158,Profit
3713,CA-2017-166198,2017-04-21,2017-04-24,First Class,JW-15955,Joni Wasserman,Consumer,United States,Seattle,Washington,98103,West,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",11.54,1,0.0,3.462,11.54,0.0,11.54,1.154,0.9231999999999999,2.0772,9.4628,Profit
3714,CA-2017-166198,2017-04-21,2017-04-24,First Class,JW-15955,Joni Wasserman,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,162.6,3,0.0,34.146,162.6,0.0,162.6,16.26,19.511999999999997,35.772,126.828,Profit
3715,CA-2014-135608,2014-12-08,2014-12-10,Second Class,JK-15625,Jim Karlsson,Consumer,United States,Olympia,Washington,98502,West,OFF-PA-10001954,Office Supplies,Paper,Xerox 1964,45.68,2,0.0,21.0128,45.68,0.0,45.68,4.5680000000000005,2.7407999999999997,7.3088,38.3712,Profit
3716,CA-2014-135608,2014-12-08,2014-12-10,Second Class,JK-15625,Jim Karlsson,Consumer,United States,Olympia,Washington,98502,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,603.92,5,0.2,45.294,603.92,120.78399999999999,483.13599999999997,60.391999999999996,72.4704,132.86239999999998,350.2736,Profit
3717,CA-2017-144568,2017-05-29,2017-06-02,Standard Class,JO-15550,Jesus Ocampo,Home Office,United States,Omaha,Nebraska,68104,Central,OFF-FA-10004395,Office Supplies,Fasteners,Plymouth Boxed Rubber Bands by Plymouth,23.55,5,0.0,1.1775,23.55,0.0,23.55,1.413,1.413,2.826,20.724,Profit
3718,CA-2016-142370,2016-09-19,2016-09-23,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Columbus,Georgia,31907,South,OFF-SU-10003002,Office Supplies,Supplies,Letter Slitter,5.04,2,0.0,0.1512,5.04,0.0,5.04,0.35280000000000006,0.3024,0.6552,4.3848,Profit
3719,CA-2016-142370,2016-09-19,2016-09-23,Standard Class,TP-21130,Theone Pippenger,Consumer,United States,Columbus,Georgia,31907,South,TEC-AC-10002926,Technology,Accessories,Logitech Wireless Marathon Mouse M705,249.95,5,0.0,107.4785,249.95,0.0,249.95,17.4965,19.996,37.4925,212.45749999999998,Profit
3720,CA-2016-105900,2016-09-17,2016-09-23,Standard Class,BS-11590,Brendan Sweed,Corporate,United States,Columbus,Indiana,47201,Central,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,33.4,5,0.0,12.358,33.4,0.0,33.4,2.004,2.004,4.008,29.392,Profit
3721,CA-2016-151155,2016-12-20,2016-12-24,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Jackson,Mississippi,39212,South,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,18.92,4,0.0,7.3788,18.92,0.0,18.92,1.3244000000000002,2.2704,3.5948,15.325200000000002,Profit
3722,CA-2016-151155,2016-12-20,2016-12-24,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Jackson,Mississippi,39212,South,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15.42,2,0.0,6.939,15.42,0.0,15.42,1.0794000000000001,0.9251999999999999,2.0046,13.4154,Profit
3723,CA-2017-144036,2017-11-22,2017-11-26,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Houston,Texas,77070,Central,OFF-AR-10000122,Office Supplies,Art,Newell 314,35.712,8,0.2,2.232,35.712,7.142400000000001,28.5696,2.14272,2.14272,4.28544,24.28416,Profit
3724,US-2014-169789,2014-12-30,2015-01-04,Standard Class,MF-17665,Maureen Fritzler,Corporate,United States,Phoenix,Arizona,85023,West,OFF-BI-10004600,Office Supplies,Binders,Ibico Ibimaster 300 Manual Binding System,551.985,5,0.7,-459.9875,551.985,386.3895,165.59550000000002,55.1985,33.1191,88.3176,77.27790000000002,Profit
3725,CA-2017-127264,2017-04-03,2017-04-05,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10003045,Office Supplies,Art,Prang Colored Pencils,7.056,3,0.2,2.205,7.056,1.4112,5.6448,0.42336,0.42336,0.84672,4.79808,Profit
